course_key,course_name,instructor,difficulty_level,certification_offered,study_material_available,course_duration_hours,course_price,feedback_score,enrollment_numbers,course_text
Python for Beginners | Emma Harris | Beginner,Python for Beginners,Emma Harris,Beginner,Yes,Yes,39.1,317.5,0.797,21600,"Course: Python for Beginners, Instructor: Emma Harris, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 39.1 hours, Price: 317.5, Feedback Score: 0.797"
AI for Business Leaders | David Wilson | Advanced,AI for Business Leaders,David Wilson,Advanced,No,Yes,75.5,325.32,0.64,17833,"Course: AI for Business Leaders, Instructor: David Wilson, Difficulty: Advanced, Certification: No, Study Material: Yes, Duration: 75.5 hours, Price: 325.32, Feedback Score: 0.64"
Fundamentals of Digital Marketing | Ethan Hall | Advanced,Fundamentals of Digital Marketing,Ethan Hall,Advanced,Yes,Yes,38.6,113.86,0.71,4557,"Course: Fundamentals of Digital Marketing, Instructor: Ethan Hall, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 38.6 hours, Price: 113.86, Feedback Score: 0.71"
AI for Business Leaders | Ethan Hall | Advanced,AI for Business Leaders,Ethan Hall,Advanced,No,Yes,59.1,474.39,0.882,14547,"Course: AI for Business Leaders, Instructor: Ethan Hall, Difficulty: Advanced, Certification: No, Study Material: Yes, Duration: 59.1 hours, Price: 474.39, Feedback Score: 0.882"
AI for Business Leaders | Emma Harris | Beginner,AI for Business Leaders,Emma Harris,Beginner,Yes,No,40.1,442.57,0.889,26361,"Course: AI for Business Leaders, Instructor: Emma Harris, Difficulty: Beginner, Certification: Yes, Study Material: No, Duration: 40.1 hours, Price: 442.57, Feedback Score: 0.889"
Game Development with Unity | James Clark | Advanced,Game Development with Unity,James Clark,Advanced,Yes,Yes,29.7,53.63,0.87,36834,"Course: Game Development with Unity, Instructor: James Clark, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 29.7 hours, Price: 53.63, Feedback Score: 0.87"
Public Speaking Mastery | Isabella Scott | Intermediate,Public Speaking Mastery,Isabella Scott,Intermediate,No,Yes,19.8,23.3,0.825,31353,"Course: Public Speaking Mastery, Instructor: Isabella Scott, Difficulty: Intermediate, Certification: No, Study Material: Yes, Duration: 19.8 hours, Price: 23.3, Feedback Score: 0.825"
Photography and Video Editing | Sophia Anderson | Intermediate,Photography and Video Editing,Sophia Anderson,Intermediate,No,No,54.3,414.74,0.45,19934,"Course: Photography and Video Editing, Instructor: Sophia Anderson, Difficulty: Intermediate, Certification: No, Study Material: No, Duration: 54.3 hours, Price: 414.74, Feedback Score: 0.45"
Cybersecurity for Professionals | Liam Adams | Intermediate,Cybersecurity for Professionals,Liam Adams,Intermediate,Yes,Yes,17.3,334.05,0.609,40147,"Course: Cybersecurity for Professionals, Instructor: Liam Adams, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 17.3 hours, Price: 334.05, Feedback Score: 0.609"
Personal Finance and Wealth Building | Dr. Robert Davis | Beginner,Personal Finance and Wealth Building,Dr. Robert Davis,Beginner,No,Yes,92.8,29.35,0.711,41890,"Course: Personal Finance and Wealth Building, Instructor: Dr. Robert Davis, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 92.8 hours, Price: 29.35, Feedback Score: 0.711"
DevOps and Continuous Deployment | Olivia Taylor | Beginner,DevOps and Continuous Deployment,Olivia Taylor,Beginner,No,Yes,19.0,205.75,0.809,2051,"Course: DevOps and Continuous Deployment, Instructor: Olivia Taylor, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 19.0 hours, Price: 205.75, Feedback Score: 0.809"
Data Visualization with Tableau | James Clark | Advanced,Data Visualization with Tableau,James Clark,Advanced,Yes,Yes,29.2,237.98,0.722,1271,"Course: Data Visualization with Tableau, Instructor: James Clark, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 29.2 hours, Price: 237.98, Feedback Score: 0.722"
Python for Beginners | Sophia Anderson | Intermediate,Python for Beginners,Sophia Anderson,Intermediate,Yes,Yes,73.6,365.4,0.726,28483,"Course: Python for Beginners, Instructor: Sophia Anderson, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 73.6 hours, Price: 365.4, Feedback Score: 0.726"
Mobile App Development with Swift | David Wilson | Beginner,Mobile App Development with Swift,David Wilson,Beginner,No,Yes,16.7,260.32,0.859,27622,"Course: Mobile App Development with Swift, Instructor: David Wilson, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 16.7 hours, Price: 260.32, Feedback Score: 0.859"
Graphic Design with Canva | Daniel White | Intermediate,Graphic Design with Canva,Daniel White,Intermediate,Yes,Yes,50.8,400.84,0.679,49586,"Course: Graphic Design with Canva, Instructor: Daniel White, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 50.8 hours, Price: 400.84, Feedback Score: 0.679"
Data Visualization with Tableau | Prof. Emily Johnson | Advanced,Data Visualization with Tableau,Prof. Emily Johnson,Advanced,Yes,Yes,56.3,244.46,0.554,9380,"Course: Data Visualization with Tableau, Instructor: Prof. Emily Johnson, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 56.3 hours, Price: 244.46, Feedback Score: 0.554"
DevOps and Continuous Deployment | Alexander Young | Advanced,DevOps and Continuous Deployment,Alexander Young,Advanced,Yes,Yes,50.0,248.43,0.866,11915,"Course: DevOps and Continuous Deployment, Instructor: Alexander Young, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 50.0 hours, Price: 248.43, Feedback Score: 0.866"
Data Visualization with Tableau | James Clark | Beginner,Data Visualization with Tableau,James Clark,Beginner,No,Yes,71.2,451.54,0.592,30298,"Course: Data Visualization with Tableau, Instructor: James Clark, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 71.2 hours, Price: 451.54, Feedback Score: 0.592"
Blockchain and Decentralized Applications | Ethan Hall | Intermediate,Blockchain and Decentralized Applications,Ethan Hall,Intermediate,Yes,Yes,15.1,34.45,0.902,7365,"Course: Blockchain and Decentralized Applications, Instructor: Ethan Hall, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 15.1 hours, Price: 34.45, Feedback Score: 0.902"
Mobile App Development with Swift | Jessica Martinez | Intermediate,Mobile App Development with Swift,Jessica Martinez,Intermediate,Yes,Yes,70.6,369.93,0.757,43408,"Course: Mobile App Development with Swift, Instructor: Jessica Martinez, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 70.6 hours, Price: 369.93, Feedback Score: 0.757"
Cybersecurity for Professionals | Benjamin Lewis | Beginner,Cybersecurity for Professionals,Benjamin Lewis,Beginner,No,Yes,99.5,390.98,0.61,19613,"Course: Cybersecurity for Professionals, Instructor: Benjamin Lewis, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 99.5 hours, Price: 390.98, Feedback Score: 0.61"
DevOps and Continuous Deployment | James Clark | Advanced,DevOps and Continuous Deployment,James Clark,Advanced,Yes,Yes,8.5,40.4,0.667,47895,"Course: DevOps and Continuous Deployment, Instructor: James Clark, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 8.5 hours, Price: 40.4, Feedback Score: 0.667"
Game Development with Unity | Olivia Taylor | Beginner,Game Development with Unity,Olivia Taylor,Beginner,No,Yes,79.7,39.92,0.602,25839,"Course: Game Development with Unity, Instructor: Olivia Taylor, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 79.7 hours, Price: 39.92, Feedback Score: 0.602"
Photography and Video Editing | Alexander Young | Beginner,Photography and Video Editing,Alexander Young,Beginner,No,Yes,13.9,242.6,0.69,3485,"Course: Photography and Video Editing, Instructor: Alexander Young, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 13.9 hours, Price: 242.6, Feedback Score: 0.69"
Public Speaking Mastery | Alexander Young | Beginner,Public Speaking Mastery,Alexander Young,Beginner,No,Yes,16.1,119.3,0.635,29644,"Course: Public Speaking Mastery, Instructor: Alexander Young, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 16.1 hours, Price: 119.3, Feedback Score: 0.635"
Game Development with Unity | Liam Adams | Intermediate,Game Development with Unity,Liam Adams,Intermediate,Yes,Yes,89.1,30.81,0.914,35113,"Course: Game Development with Unity, Instructor: Liam Adams, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 89.1 hours, Price: 30.81, Feedback Score: 0.914"
Ethical Hacking Masterclass | David Wilson | Intermediate,Ethical Hacking Masterclass,David Wilson,Intermediate,No,Yes,35.2,406.06,0.599,47297,"Course: Ethical Hacking Masterclass, Instructor: David Wilson, Difficulty: Intermediate, Certification: No, Study Material: Yes, Duration: 35.2 hours, Price: 406.06, Feedback Score: 0.599"
Cybersecurity for Professionals | David Wilson | Beginner,Cybersecurity for Professionals,David Wilson,Beginner,No,Yes,6.4,370.32,0.72,27885,"Course: Cybersecurity for Professionals, Instructor: David Wilson, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 6.4 hours, Price: 370.32, Feedback Score: 0.72"
Fundamentals of Digital Marketing | Isabella Scott | Advanced,Fundamentals of Digital Marketing,Isabella Scott,Advanced,Yes,Yes,45.0,373.73,0.655,49036,"Course: Fundamentals of Digital Marketing, Instructor: Isabella Scott, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 45.0 hours, Price: 373.73, Feedback Score: 0.655"
Personal Finance and Wealth Building | Prof. Emily Johnson | Beginner,Personal Finance and Wealth Building,Prof. Emily Johnson,Beginner,Yes,Yes,61.9,87.58,0.77,30763,"Course: Personal Finance and Wealth Building, Instructor: Prof. Emily Johnson, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 61.9 hours, Price: 87.58, Feedback Score: 0.77"
DevOps and Continuous Deployment | Liam Adams | Intermediate,DevOps and Continuous Deployment,Liam Adams,Intermediate,Yes,Yes,88.4,316.71,0.749,695,"Course: DevOps and Continuous Deployment, Instructor: Liam Adams, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 88.4 hours, Price: 316.71, Feedback Score: 0.749"
Data Visualization with Tableau | David Wilson | Intermediate,Data Visualization with Tableau,David Wilson,Intermediate,Yes,Yes,44.5,80.4,0.918,48219,"Course: Data Visualization with Tableau, Instructor: David Wilson, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 44.5 hours, Price: 80.4, Feedback Score: 0.918"
Fitness and Nutrition Coaching | Dr. Robert Davis | Intermediate,Fitness and Nutrition Coaching,Dr. Robert Davis,Intermediate,Yes,Yes,69.3,124.15,0.714,46962,"Course: Fitness and Nutrition Coaching, Instructor: Dr. Robert Davis, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 69.3 hours, Price: 124.15, Feedback Score: 0.714"
Fitness and Nutrition Coaching | Sophia Anderson | Advanced,Fitness and Nutrition Coaching,Sophia Anderson,Advanced,Yes,Yes,82.6,431.33,0.776,47460,"Course: Fitness and Nutrition Coaching, Instructor: Sophia Anderson, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 82.6 hours, Price: 431.33, Feedback Score: 0.776"
Graphic Design with Canva | Emma Harris | Beginner,Graphic Design with Canva,Emma Harris,Beginner,Yes,Yes,10.6,232.32,1.0,25100,"Course: Graphic Design with Canva, Instructor: Emma Harris, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 10.6 hours, Price: 232.32, Feedback Score: 1.0"
Public Speaking Mastery | Daniel White | Intermediate,Public Speaking Mastery,Daniel White,Intermediate,No,Yes,60.3,245.33,0.707,19167,"Course: Public Speaking Mastery, Instructor: Daniel White, Difficulty: Intermediate, Certification: No, Study Material: Yes, Duration: 60.3 hours, Price: 245.33, Feedback Score: 0.707"
Public Speaking Mastery | Benjamin Lewis | Advanced,Public Speaking Mastery,Benjamin Lewis,Advanced,Yes,Yes,23.5,137.95,0.8,48091,"Course: Public Speaking Mastery, Instructor: Benjamin Lewis, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 23.5 hours, Price: 137.95, Feedback Score: 0.8"
Blockchain and Decentralized Applications | Dr. Robert Davis | Advanced,Blockchain and Decentralized Applications,Dr. Robert Davis,Advanced,Yes,Yes,55.5,490.15,0.64,24924,"Course: Blockchain and Decentralized Applications, Instructor: Dr. Robert Davis, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 55.5 hours, Price: 490.15, Feedback Score: 0.64"
Advanced Machine Learning | Alexander Young | Advanced,Advanced Machine Learning,Alexander Young,Advanced,Yes,Yes,60.8,254.23,0.703,5093,"Course: Advanced Machine Learning, Instructor: Alexander Young, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 60.8 hours, Price: 254.23, Feedback Score: 0.703"
Photography and Video Editing | David Wilson | Intermediate,Photography and Video Editing,David Wilson,Intermediate,Yes,Yes,11.0,441.21,0.711,315,"Course: Photography and Video Editing, Instructor: David Wilson, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 11.0 hours, Price: 441.21, Feedback Score: 0.711"
Cloud Computing Essentials | Benjamin Lewis | Intermediate,Cloud Computing Essentials,Benjamin Lewis,Intermediate,Yes,Yes,21.4,441.93,0.956,923,"Course: Cloud Computing Essentials, Instructor: Benjamin Lewis, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 21.4 hours, Price: 441.93, Feedback Score: 0.956"
DevOps and Continuous Deployment | Dr. Mia Walker | Advanced,DevOps and Continuous Deployment,Dr. Mia Walker,Advanced,Yes,Yes,11.4,302.42,0.744,30675,"Course: DevOps and Continuous Deployment, Instructor: Dr. Mia Walker, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 11.4 hours, Price: 302.42, Feedback Score: 0.744"
Cybersecurity for Professionals | Sophia Anderson | Intermediate,Cybersecurity for Professionals,Sophia Anderson,Intermediate,Yes,No,64.5,337.23,0.84,35344,"Course: Cybersecurity for Professionals, Instructor: Sophia Anderson, Difficulty: Intermediate, Certification: Yes, Study Material: No, Duration: 64.5 hours, Price: 337.23, Feedback Score: 0.84"
Public Speaking Mastery | Prof. Emily Johnson | Intermediate,Public Speaking Mastery,Prof. Emily Johnson,Intermediate,Yes,Yes,49.3,411.28,0.459,47264,"Course: Public Speaking Mastery, Instructor: Prof. Emily Johnson, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 49.3 hours, Price: 411.28, Feedback Score: 0.459"
Public Speaking Mastery | Jessica Martinez | Beginner,Public Speaking Mastery,Jessica Martinez,Beginner,No,Yes,34.0,429.03,0.887,17738,"Course: Public Speaking Mastery, Instructor: Jessica Martinez, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 34.0 hours, Price: 429.03, Feedback Score: 0.887"
Ethical Hacking Masterclass | William Thomas | Intermediate,Ethical Hacking Masterclass,William Thomas,Intermediate,Yes,Yes,72.7,377.34,0.734,1528,"Course: Ethical Hacking Masterclass, Instructor: William Thomas, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 72.7 hours, Price: 377.34, Feedback Score: 0.734"
Networking and System Administration | Ethan Hall | Intermediate,Networking and System Administration,Ethan Hall,Intermediate,No,Yes,78.5,154.65,0.666,8142,"Course: Networking and System Administration, Instructor: Ethan Hall, Difficulty: Intermediate, Certification: No, Study Material: Yes, Duration: 78.5 hours, Price: 154.65, Feedback Score: 0.666"
Fundamentals of Digital Marketing | Olivia Taylor | Beginner,Fundamentals of Digital Marketing,Olivia Taylor,Beginner,Yes,Yes,14.8,51.14,0.678,13057,"Course: Fundamentals of Digital Marketing, Instructor: Olivia Taylor, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 14.8 hours, Price: 51.14, Feedback Score: 0.678"
Ethical Hacking Masterclass | Sophia Anderson | Beginner,Ethical Hacking Masterclass,Sophia Anderson,Beginner,Yes,Yes,50.0,480.47,0.858,24199,"Course: Ethical Hacking Masterclass, Instructor: Sophia Anderson, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 50.0 hours, Price: 480.47, Feedback Score: 0.858"
Fundamentals of Digital Marketing | Emma Harris | Intermediate,Fundamentals of Digital Marketing,Emma Harris,Intermediate,Yes,Yes,56.9,43.83,0.721,37728,"Course: Fundamentals of Digital Marketing, Instructor: Emma Harris, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 56.9 hours, Price: 43.83, Feedback Score: 0.721"
